Question,Target Answer,Model Name,Prompt Style,Full Prompt,Answer,"Sample (n=300, model=gpt-3.5-turbo-0301)","Sample (n=300, model=gpt-4-0314)"
Lucy went to the grocery store. She bought 12 packs of cookies and 16 packs of noodles. How many packs of groceries did she buy in all?,28.0,gpt-4-0314,sbs,"Q: Lucy went to the grocery store. She bought 12 packs of cookies and 16 packs of noodles. How many packs of groceries did she buy in all?

A: Let's think step by step. Lucy bought 12 packs of cookies and 16 packs of noodles. To find the total number of packs she bought, we need to add the packs of cookies and the packs of noodles together.

12 packs of cookies + 16 packs of noodles = 28 packs of groceries

So, Lucy bought 28 packs of groceries in all. Therefore, the answer (arabic numerals) is",28.,,True
Roden went to a pet shop. He bought 15 gold fish and 7 blue fish. How many fish did he buy?,22.0,gpt-4-0314,sbs,"Q: Roden went to a pet shop. He bought 15 gold fish and 7 blue fish. How many fish did he buy?

A: Let's think step by step. Roden bought 15 gold fish and 7 blue fish. To find the total number of fish he bought, we need to add the number of gold fish and blue fish together.

15 gold fish + 7 blue fish = 22 fish

So, Roden bought 22 fish in total. Therefore, the answer (arabic numerals) is",22.,,False
"I read 21 pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?",38.0,gpt-4-0314,sbs,"Q: I read 21 pages of my English book yesterday. Today, I read 17 pages. What is the total number of pages did I read?

A: Let's think step by step. You read 21 pages yesterday and 17 pages today. To find the total number of pages you read, you can add the number of pages you read each day:

21 pages (yesterday) + 17 pages (today) = 38 pages

So, you read a total of 38 pages. Therefore, the answer (arabic numerals) is",38.,,False
"In a school, there are 542 girls and 387 boys. How many pupils are there in that school?",929.0,gpt-4-0314,sbs,"Q: In a school, there are 542 girls and 387 boys. How many pupils are there in that school?

A: Let's think step by step. There are 542 girls and 387 boys in the school. To find the total number of pupils, we need to add the number of girls and boys together.

542 girls + 387 boys = 929 pupils

So, there are 929 pupils in the school. Therefore, the answer (arabic numerals) is",929.,,False
Linda has 34 candies. Chloe has 28. How many candies do they have in all?,62.0,gpt-4-0314,sbs,"Q: Linda has 34 candies. Chloe has 28. How many candies do they have in all?

A: Let's think step by step. Linda has 34 candies and Chloe has 28 candies. To find out how many candies they have in total, we simply add the number of candies each of them has:

34 (Linda's candies) + 28 (Chloe's candies) = 62 candies

So, Linda and Chloe have 62 candies in total. Therefore, the answer (arabic numerals) is",62.,,False
Jose has 28 chickens and 18 ducks. How many fowls does he have?,46.0,gpt-4-0314,sbs,"Q: Jose has 28 chickens and 18 ducks. How many fowls does he have?

A: Let's think step by step. Jose has 28 chickens and 18 ducks. To find the total number of fowls, we need to add the number of chickens and ducks together.

28 chickens + 18 ducks = 46 fowls

So, Jose has 46 fowls. Therefore, the answer (arabic numerals) is",46.,,False
Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?,113.0,gpt-4-0314,sbs,"Q: Gino has 63 popsicle sticks. I have 50 popsicle sticks. What is the sum of our popsicle sticks?

A: Let's think step by step. The sum of your popsicle sticks is 63 (Gino's) + 50 (yours) = 113 popsicle sticks. Therefore, the answer (arabic numerals) is",113,,False
Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?,616.0,gpt-4-0314,sbs,"Q: Lino picked up 292 shells at the seashore in the morning and 324 shells in the afternoon. How many shells did he pick up in all?

A: Let's think step by step. First, we need to find the total number of shells Lino picked up. To do this, we can add the number of shells he picked up in the morning to the number of shells he picked up in the afternoon. 

So, 292 (morning shells) + 324 (afternoon shells) = 616 shells in total. 

Lino picked up 616 shells in all. Therefore, the answer (arabic numerals) is",616.,,False
"There were 105 parents in the program and 698 pupils, too. How many people were present in the program?",803.0,gpt-4-0314,sbs,"Q: There were 105 parents in the program and 698 pupils, too. How many people were present in the program?

A: Let's think step by step. There were 105 parents and 698 pupils present in the program. To find the total number of people present, we simply add the number of parents and pupils together:

105 parents + 698 pupils = 803 people

So, there were 803 people present in the program. Therefore, the answer (arabic numerals) is",803.,,False
"Last Saturday, Marie sold 425 magazines and 275 newspapers. What is the total number of reading materials she sold?",700.0,gpt-4-0314,sbs,"Q: Last Saturday, Marie sold 425 magazines and 275 newspapers. What is the total number of reading materials she sold?

A: Let's think step by step. First, we need to find the total number of reading materials Marie sold. To do this, we simply add the number of magazines and newspapers she sold:

425 magazines + 275 newspapers = 700 reading materials

So, Marie sold a total of 700 reading materials last Saturday. Therefore, the answer (arabic numerals) is",700.,,True
There are twelve birds on the fence. Eight more birds land on the fence. How many birds are on the fence?,20.0,gpt-4-0314,sbs,"Q: There are twelve birds on the fence. Eight more birds land on the fence. How many birds are on the fence?

A: Let's think step by step. There are 12 birds on the fence initially. Then, 8 more birds land on the fence. To find the total number of birds on the fence, we can add the initial number of birds (12) to the number of birds that landed (8).

12 + 8 = 20

So, there are 20 birds on the fence. Therefore, the answer (arabic numerals) is",20.,,False
Twenty-two boys went down the slide. Thirteen more boys went down the slide. How many boys went down the slide?,35.0,gpt-4-0314,sbs,"Q: Twenty-two boys went down the slide. Thirteen more boys went down the slide. How many boys went down the slide?

A: Let's think step by step. First, 22 boys went down the slide. Then, 13 more boys went down the slide. To find the total number of boys who went down the slide, we need to add these two numbers together. 

22 + 13 = 35

So, 35 boys went down the slide. Therefore, the answer (arabic numerals) is",35.,,True
Thirteen ducks are swimming in a lake. Twenty more ducks come to join them. How many ducks are swimming in the lake?,33.0,gpt-4-0314,sbs,"Q: Thirteen ducks are swimming in a lake. Twenty more ducks come to join them. How many ducks are swimming in the lake?

A: Let's think step by step. First, there were 13 ducks in the lake. Then, 20 more ducks joined them. To find the total number of ducks, we can add the two numbers together: 13 + 20 = 33 ducks. So, there are 33 ducks swimming in the lake. Therefore, the answer (arabic numerals) is",33.,,False
Thirty dogs are barking. Ten more dogs start to bark. How many dogs are barking?,40.0,gpt-4-0314,sbs,"Q: Thirty dogs are barking. Ten more dogs start to bark. How many dogs are barking?

A: Let's think step by step. First, we have 30 dogs barking. Then, 10 more dogs start to bark. So, we need to add these two numbers together to find the total number of dogs barking. 

30 dogs + 10 dogs = 40 dogs

So, there are 40 dogs barking. Therefore, the answer (arabic numerals) is",40.,,False
"Bobby ate twenty-six pieces of candy. Then, he ate seventeen more. How many pieces of candy did Bobby eat?",43.0,gpt-4-0314,sbs,"Q: Bobby ate twenty-six pieces of candy. Then, he ate seventeen more. How many pieces of candy did Bobby eat?

A: Let's think step by step. Bobby ate 26 pieces of candy first. Then, he ate 17 more. To find out how many pieces of candy Bobby ate in total, we need to add the two amounts together: 26 + 17 = 43. So, Bobby ate 43 pieces of candy. Therefore, the answer (arabic numerals) is",43.,,False
Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?,32.0,gpt-4-0314,sbs,"Q: Sandy had twenty-six pet fish. She bought six more fish. How many pet fish does Sandy have now?

A: Let's think step by step. Sandy had 26 pet fish initially. She bought 6 more fish. To find out how many pet fish she has now, we need to add the initial number of fish (26) to the number of fish she bought (6). 

26 + 6 = 32

So, Sandy has 32 pet fish now. Therefore, the answer (arabic numerals) is",32.,,False
The clown blew up forty-seven balloons. Then he blew up thirteen more balloons. How many balloons does the clown have now?,60.0,gpt-4-0314,sbs,"Q: The clown blew up forty-seven balloons. Then he blew up thirteen more balloons. How many balloons does the clown have now?

A: Let's think step by step. The clown blew up 47 balloons initially. Then, he blew up 13 more balloons. To find the total number of balloons, we need to add these two numbers together: 47 + 13 = 60. So, the clown has 60 balloons now. Therefore, the answer (arabic numerals) is",60.,,False
Our class got fifty-four books from the library. Then we got twenty-three more books from the library. How many books did our class get from the library?,77.0,gpt-4-0314,sbs,"Q: Our class got fifty-four books from the library. Then we got twenty-three more books from the library. How many books did our class get from the library?

A: Let's think step by step. First, your class got 54 books from the library. Then, you got 23 more books. To find the total number of books, you can add the two amounts together: 54 + 23 = 77 books. So, your class got 77 books from the library. Therefore, the answer (arabic numerals) is",77.,,False
Julia played tag with 12 kids on Monday. She played tag with 7 kids on Tuesday. How many kids did she play with altogether?,19.0,gpt-4-0314,sbs,"Q: Julia played tag with 12 kids on Monday. She played tag with 7 kids on Tuesday. How many kids did she play with altogether?

A: Let's think step by step. First, we know that Julia played tag with 12 kids on Monday. Therefore, the answer (arabic numerals) is",19 kids.,,False
Molly had 14 candles on her birthday cake. She grew older and got 6 more on her birthday cake. How old is Molly now?,20.0,gpt-4-0314,sbs,"Q: Molly had 14 candles on her birthday cake. She grew older and got 6 more on her birthday cake. How old is Molly now?

A: Let's think step by step. Molly had 14 candles on her birthday cake and then got 6 more. So, 14 + 6 = 20 candles. Molly is now 20 years old. Therefore, the answer (arabic numerals) is",20.,,False
James ate 22 carrot sticks before dinner and 15 more after dinner. How many carrot sticks did he eat?,37.0,gpt-4-0314,sbs,"Q: James ate 22 carrot sticks before dinner and 15 more after dinner. How many carrot sticks did he eat?

A: Let's think step by step. First, James ate 22 carrot sticks before dinner. Then, he ate 15 more after dinner. To find the total number of carrot sticks he ate, we can add the two amounts together: 22 + 15 = <<22+15=37>>37 carrot sticks. So, James ate 37 carrot sticks. Therefore, the answer (arabic numerals) is",37.,,False
Charles found 6 pennies on his way to school. He also had 3 nickels already at home. How much money does he now have in all?,21.0,gpt-4-0314,sbs,"Q: Charles found 6 pennies on his way to school. He also had 3 nickels already at home. How much money does he now have in all?

A: Let's think step by step. First, let's find out how much money Charles has in pennies. He found 6 pennies, and each penny is worth 1 cent. So, 6 pennies are worth 6 * 1 = <<6*1=6>>6 cents.

Now, let's find out how much money Charles has in nickels. He has 3 nickels, and each nickel is worth 5 cents. So, 3 nickels are worth 3 * 5 = <<3*5=15>>15 cents.

Finally, let's add the value of the pennies and nickels to find out how much money Charles has in total. He has 6 cents in pennies and 15 cents in nickels, so he has 6 + 15 = <<6+15=21>>21 cents in total. Therefore, the answer (arabic numerals) is",21 cents.,,False
"Jovana filled her bucket with 5 pounds of shells. If she adds 12 more pounds of shell to fill her bucket, how many pounds does she have?",17.0,gpt-4-0314,sbs,"Q: Jovana filled her bucket with 5 pounds of shells. If she adds 12 more pounds of shell to fill her bucket, how many pounds does she have?

A: Let's think step by step. Jovana already has 5 pounds of shells in her bucket. She adds 12 more pounds of shells. To find out how many pounds she has in total, we simply add the two amounts together: 5 pounds + 12 pounds = 17 pounds. So, Jovana has 17 pounds of shells in her bucket. Therefore, the answer (arabic numerals) is",17.,,False
"Jovana filled her bucket with 5 pounds of shells. If a friend comes to add 15 pounds of shells, and another friend comes to add 17 pounds of shells, how many pounds does she have altogether?",37.0,gpt-4-0314,sbs,"Q: Jovana filled her bucket with 5 pounds of shells. If a friend comes to add 15 pounds of shells, and another friend comes to add 17 pounds of shells, how many pounds does she have altogether?

A: Let's think step by step. First, Jovana has 5 pounds of shells. Then, her friend adds 15 pounds of shells. So, 5 + 15 = 20 pounds of shells. Therefore, the answer (arabic numerals) is","20 pounds of shells. Now, another friend comes and adds 17 pounds of shells. So, 20 + 17 = 37 pounds of shells. Therefore, Jovana has 37 pounds of shells altogether.",,False
"Isha's pencil is 12 cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?",24.0,gpt-4-0314,sbs,"Q: Isha's pencil is 12 cubes long. If she gets another pencil that is 12 cubes long, how many cubes long are both pencils?

A: Let's think step by step. A: Isha has one pencil that is 12 cubes long. Therefore, the answer (arabic numerals) is",24 cubes long.,,False
Isabella's hair is 18 cubes long. She gets hair extensions and it doubles her length. How much hair does she have now?,36.0,gpt-4-0314,sbs,"Q: Isabella's hair is 18 cubes long. She gets hair extensions and it doubles her length. How much hair does she have now?

A: Let's think step by step. Isabella's hair is 18 cubes long. When she gets hair extensions, her hair length doubles. So, to find her new hair length, we need to multiply her original length by 2:

18 cubes * 2 = 36 cubes

Now, Isabella has 36 cubes of hair. Therefore, the answer (arabic numerals) is",36.,,False
"Isabella's hair is 18 cubes long. If her hair grows 4 more inches, how long will it be?",22.0,gpt-4-0314,sbs,"Q: Isabella's hair is 18 cubes long. If her hair grows 4 more inches, how long will it be?

A: Let's think step by step. First, we need to know the length of Isabella's hair in inches. Since her hair is 18 cubes long, we need to find out how many inches are in 18 cubes. However, we don't have enough information to determine this. 

If we assume that 1 cube is equal to 1 inch, then her hair is currently 18 inches long. If her hair grows 4 more inches, it will be 18 + 4 = 22 inches long. Therefore, the answer (arabic numerals) is",22.,,False
Mrs. Sheridan has 17 cats. Mr. Sheridan gave her 14 more cats. How many cats does Mrs. Sheridan have altogether?,31.0,gpt-4-0314,sbs,"Q: Mrs. Sheridan has 17 cats. Mr. Sheridan gave her 14 more cats. How many cats does Mrs. Sheridan have altogether?

A: Let's think step by step. Mrs. Sheridan has 17 cats initially. Then, Mr. Sheridan gave her 14 more cats. To find out how many cats she has altogether, we need to add the initial number of cats (17) to the additional number of cats (14).

17 + 14 = 31

So, Mrs. Sheridan has 31 cats altogether. Therefore, the answer (arabic numerals) is",31.,,False
Mrs. Sheridan has 22 fish. Her sister gave her 47 more fish. How many fish does she have now?,69.0,gpt-4-0314,sbs,"Q: Mrs. Sheridan has 22 fish. Her sister gave her 47 more fish. How many fish does she have now?

A: Let's think step by step. Mrs. Sheridan has 22 fish initially. Her sister gave her 47 more fish. To find out how many fish she has now, we need to add the initial number of fish (22) to the number of fish her sister gave her (47).

22 + 47 = 69

So, Mrs. Sheridan has 69 fish now. Therefore, the answer (arabic numerals) is",69.,,True
"Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 3 heart biscuits each, how many biscuits does she need to buy?",6.0,gpt-4-0314,sbs,"Q: Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 3 heart biscuits each, how many biscuits does she need to buy?

A: Let's think step by step. Mrs. Heine wants to buy 3 heart biscuits for each of her 2 dogs. To find out how many biscuits she needs to buy, we can multiply the number of dogs by the number of biscuits per dog:

2 dogs * 3 biscuits/dog = 6 biscuits

So, Mrs. Heine needs to buy 6 biscuits. Therefore, the answer (arabic numerals) is",6.,,False
"Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 5 heart biscuits each and a set of puppy boots each, how many items will she buy?",12.0,gpt-4-0314,sbs,"Q: Mrs. Heine is buying Valentine's Day treats for her 2 dogs. If she wants to buy them 5 heart biscuits each and a set of puppy boots each, how many items will she buy?

A: Let's think step by step. First, Mrs. Heine wants to buy 5 heart biscuits for each of her 2 dogs. So, she will buy 5 biscuits x 2 dogs = <<5*2=10>>10 heart biscuits.

Next, she wants to buy a set of puppy boots for each dog. So, she will buy 1 set x 2 dogs = <<1*2=2>>2 sets of puppy boots.

In total, Mrs. Heine will buy 10 heart biscuits + 2 sets of puppy boots = <<10+2=12>>12 items. Answer: \boxed{12}. Therefore, the answer (arabic numerals) is",12.,,True
Cade had 87 marbles. He gave 8 to Dylan. How many does he have left?,79.0,gpt-4-0314,sbs,"Q: Cade had 87 marbles. He gave 8 to Dylan. How many does he have left?

A: Let's think step by step. Cade had 87 marbles and gave 8 to Dylan. To find out how many marbles Cade has left, we need to subtract the number of marbles he gave away from the total number he had.

87 - 8 = 79

Cade has 79 marbles left. Therefore, the answer (arabic numerals) is",79.,,True
Michael has some fish in his fish tank. Ben gave him 18 more fish. Now he has 49. How many fish did he have to begin with?,31.0,gpt-4-0314,sbs,"Q: Michael has some fish in his fish tank. Ben gave him 18 more fish. Now he has 49. How many fish did he have to begin with?

A: Let's think step by step. Michael has 49 fish now, and Ben gave him 18. So, to find out how many fish Michael had to begin with, we need to subtract the number of fish Ben gave him from the total number of fish he has now. 

49 - 18 = 31

Michael had 31 fish to begin with. Therefore, the answer (arabic numerals) is",31.,,False
Daniel had some noodles. He gave 12 noodles to William. Now Daniel only has 54 noodles. How many noodles did Daniel have to begin with?,66.0,gpt-4-0314,sbs,"Q: Daniel had some noodles. He gave 12 noodles to William. Now Daniel only has 54 noodles. How many noodles did Daniel have to begin with?

A: Let's think step by step. Daniel gave 12 noodles to William and now has 54 noodles left. So, to find out how many noodles Daniel had to begin with, we need to add the 12 noodles he gave away to the 54 noodles he has now. 

12 noodles + 54 noodles = 66 noodles

Daniel had 66 noodles to begin with. Therefore, the answer (arabic numerals) is",66.,,False
Hayley had 25 meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs did Kirsten steal?,14.0,gpt-4-0314,sbs,"Q: Hayley had 25 meatballs on her plate. Kirsten stole some of her meatballs. Now she has 11 meatballs on her plate. How many meatballs did Kirsten steal?

A: Let's think step by step. Kirsten stole 14 meatballs. Therefore, the answer (arabic numerals) is",14.,,False
"Isabella's hair is 18 inches long. If she gets a haircut and now her hair is 9 inches long, how much of Isabella's hair got cut off?",9.0,gpt-4-0314,sbs,"Q: Isabella's hair is 18 inches long. If she gets a haircut and now her hair is 9 inches long, how much of Isabella's hair got cut off?

A: Let's think step by step. Isabella's hair was 18 inches long before the haircut. After the haircut, her hair is 9 inches long. To find out how much hair got cut off, we can subtract the length of her hair after the haircut from the length before the haircut:

18 inches (before) - 9 inches (after) = 9 inches

So, 9 inches of Isabella's hair got cut off. Therefore, the answer (arabic numerals) is",9.,,True
Isabella's hair is 18 inches long. By the end of the year her hair is 24 inches long. How much hair did she grow?,6.0,gpt-4-0314,sbs,"Q: Isabella's hair is 18 inches long. By the end of the year her hair is 24 inches long. How much hair did she grow?

A: Let's think step by step. Isabella's hair was 18 inches long initially. By the end of the year, it was 24 inches long. To find out how much hair she grew, we need to subtract the initial length from the final length:

24 inches (final length) - 18 inches (initial length) = 6 inches

So, Isabella's hair grew 6 inches during the year. Therefore, the answer (arabic numerals) is",6 inches.,,True
Jovana had 5 pounds of shells in her bucket. She added some shells and now has 28 pounds of shells. How many pounds did she add?,23.0,gpt-4-0314,sbs,"Q: Jovana had 5 pounds of shells in her bucket. She added some shells and now has 28 pounds of shells. How many pounds did she add?

A: Let's think step by step. Jovana started with 5 pounds of shells and now has 28 pounds. To find out how many pounds she added, we can subtract the initial amount from the final amount: 28 pounds - 5 pounds = 23 pounds. So, Jovana added 23 pounds of shells. Therefore, the answer (arabic numerals) is",23.,,False
"Isha's pencil is 31 inches long. If she sharpens it, now her pencil is 14 inches long. How much did she sharpen off of her pencil?",17.0,gpt-4-0314,sbs,"Q: Isha's pencil is 31 inches long. If she sharpens it, now her pencil is 14 inches long. How much did she sharpen off of her pencil?

A: Let's think step by step. First, we need to find out how much of the pencil was sharpened off. To do this, we can subtract the length of the pencil after sharpening from the original length. 

So, 31 inches (original length) - 14 inches (length after sharpening) = 17 inches.

Isha sharpened off 17 inches of her pencil. Therefore, the answer (arabic numerals) is",17.,,False
"Isha's pencil is 22 inches long. If she sharpens two inches off on Monday and two inches on Tuesday, how long will her pencil be then?",18.0,gpt-4-0314,sbs,"Q: Isha's pencil is 22 inches long. If she sharpens two inches off on Monday and two inches on Tuesday, how long will her pencil be then?

A: Let's think step by step. Isha's pencil is 22 inches long initially. On Monday, she sharpens 2 inches off, so the pencil will be 22 - 2 = 20 inches long. On Tuesday, she sharpens another 2 inches off, so the pencil will be 20 - 2 = 18 inches long. Therefore, after sharpening on both days, her pencil will be 18 inches long. Therefore, the answer (arabic numerals) is",18.,,False
Mrs. Sheridan has 11 cats. How many more cats does Mrs. Sheridan need to have 43 cats?,32.0,gpt-4-0314,sbs,"Q: Mrs. Sheridan has 11 cats. How many more cats does Mrs. Sheridan need to have 43 cats?

A: Let's think step by step. Mrs. Sheridan needs 32 more cats to have 43 cats. Therefore, the answer (arabic numerals) is",32.,,False
Mrs. Wong had 30 Valentines. She gave 8 Valentines to her children. How many does she have left?,22.0,gpt-4-0314,sbs,"Q: Mrs. Wong had 30 Valentines. She gave 8 Valentines to her children. How many does she have left?

A: Let's think step by step. Mrs. Wong had 30 Valentines and gave away 8. To find out how many she has left, we need to subtract the number of Valentines she gave away from the number she had initially.

30 - 8 = 22

So, Mrs. Wong has 22 Valentines left. Therefore, the answer (arabic numerals) is",22.,,False
Mrs. Franklin had 58 Valentines. Mrs. Franklin gave some to her students. Now she has 16. How many Valentines did Mrs. Franklin give to her students?,42.0,gpt-4-0314,sbs,"Q: Mrs. Franklin had 58 Valentines. Mrs. Franklin gave some to her students. Now she has 16. How many Valentines did Mrs. Franklin give to her students?

A: Let's think step by step. Mrs. Franklin had 58 Valentines and now she has 16. To find out how many she gave to her students, we need to subtract the number of Valentines she has now from the number she had before.

58 - 16 = 42

So, Mrs. Franklin gave 42 Valentines to her students. Therefore, the answer (arabic numerals) is",42.,,False
Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?,50.0,gpt-4-0314,sbs,"Q: Mrs. Snyder made 86 heart cookies. She made 36 red cookies and the rest are pink. How many pink cookies did she make?

A: Let's think step by step. First, we know that Mrs. Snyder made 86 heart cookies in total. We also know that she made 36 red cookies. To find out how many pink cookies she made, we need to subtract the number of red cookies from the total number of cookies.

So, 86 (total cookies) - 36 (red cookies) = 50 (pink cookies).

Mrs. Snyder made 50 pink cookies. Therefore, the answer (arabic numerals) is",50.,,True
29 birds were sitting in a tree. Some more fly up to the tree. Then there were 42 birds in the tree. How many more flew up to the tree?,13.0,gpt-4-0314,sbs,"Q: 29 birds were sitting in a tree. Some more fly up to the tree. Then there were 42 birds in the tree. How many more flew up to the tree?

A: Let's think step by step. First, we know there were 29 birds in the tree initially. Then, some more birds flew up to the tree, and the total number of birds became 42. To find out how many more birds flew up to the tree, we can subtract the initial number of birds from the final number of birds.

So, 42 (final number of birds) - 29 (initial number of birds) = 13 more birds flew up to the tree. Therefore, the answer (arabic numerals) is",13.,,False
"18 children were riding on the bus. At the bus stop, some more children got on the bus. Then there were 25 children altogether on the bus. How many children got on the bus at the bus stop?",7.0,gpt-4-0314,sbs,"Q: 18 children were riding on the bus. At the bus stop, some more children got on the bus. Then there were 25 children altogether on the bus. How many children got on the bus at the bus stop?

A: Let's think step by step. First, we know that there were 18 children on the bus initially. Then, some more children got on the bus, and the total number of children on the bus became 25. To find out how many children got on the bus at the bus stop, we can subtract the initial number of children from the final number of children.

So, 25 children (final number) - 18 children (initial number) = 7 children.

Therefore, 7 children got on the bus at the bus stop. Therefore, the answer (arabic numerals) is",7.,,False
There were 28 girls and 35 boys on the playground at recess. How many children were there in all?,63.0,gpt-4-0314,sbs,"Q: There were 28 girls and 35 boys on the playground at recess. How many children were there in all?

A: Let's think step by step. First, we need to find the total number of children on the playground. To do this, we simply add the number of girls and the number of boys together:

28 girls + 35 boys = 63 children

So, there were 63 children on the playground at recess. Therefore, the answer (arabic numerals) is",63.,,False
The elephant had 407 peanuts. She ate 129 of them. How many peanuts did the elephant have left?,278.0,gpt-4-0314,sbs,"Q: The elephant had 407 peanuts. She ate 129 of them. How many peanuts did the elephant have left?

A: Let's think step by step. The elephant had 407 peanuts and ate 129 of them. To find out how many peanuts are left, we need to subtract the number of peanuts eaten from the total number of peanuts.

407 peanuts - 129 peanuts = 278 peanuts

So, the elephant has 278 peanuts left. Therefore, the answer (arabic numerals) is",278.,,False
There were 58 geese and 37 ducks in the marsh. How many birds were there in all?,95.0,gpt-4-0314,sbs,"Q: There were 58 geese and 37 ducks in the marsh. How many birds were there in all?

A: Let's think step by step. First, we need to find the total number of geese and ducks. To do this, we simply add the number of geese (58) to the number of ducks (37). 

58 geese + 37 ducks = 95 birds

So, there were 95 birds in the marsh. Therefore, the answer (arabic numerals) is",95.,,False
Robin had 18 pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's brother give her?,26.0,gpt-4-0314,sbs,"Q: Robin had 18 pieces of gum. Her brother gave her some more pieces. Now Robin has 44 pieces in all. How many pieces of gum did Robin's brother give her?

A: Let's think step by step. Robin had 18 pieces of gum initially. She now has 44 pieces in total. To find out how many pieces her brother gave her, we need to subtract the initial amount from the total amount.

So, 44 (total pieces) - 18 (initial pieces) = 26 pieces.

Robin's brother gave her 26 pieces of gum. Therefore, the answer (arabic numerals) is",26.,,False
"Tommy had some balloons. His mom gave him 34 more balloons for his birthday. Then, Tommy had 60 balloons. How many balloons did Tommy have to start with?",26.0,gpt-4-0314,sbs,"Q: Tommy had some balloons. His mom gave him 34 more balloons for his birthday. Then, Tommy had 60 balloons. How many balloons did Tommy have to start with?

A: Let's think step by step. Tommy had some balloons, let's call that number x. His mom gave him 34 more balloons, so now he has x + 34 balloons. We know that after his mom gave him the balloons, he had 60 balloons. So, x + 34 = 60. To find out how many balloons Tommy had to start with, we need to solve for x. 

x + 34 = 60
x = 60 - 34
x = 26

Tommy had 26 balloons to start with. Therefore, the answer (arabic numerals) is",26.,,False
Alex had some candles for his Jack O'Lanterns. He used 32 of them. Now he has 12 left. How many candles did Alex have to start with?,44.0,gpt-4-0314,sbs,"Q: Alex had some candles for his Jack O'Lanterns. He used 32 of them. Now he has 12 left. How many candles did Alex have to start with?

A: Let's think step by step. Alex used 32 candles and still has 12 left. To find out how many candles he had to start with, we need to add the number of candles he used to the number of candles he has left. So, 32 candles (used) + 12 candles (left) = 44 candles. Alex had 44 candles to start with. Therefore, the answer (arabic numerals) is",44.,,True
There were 14 kids on the soccer field. 22 kids decided to join in. Now how many kids are on the soccer field?,36.0,gpt-4-0314,sbs,"Q: There were 14 kids on the soccer field. 22 kids decided to join in. Now how many kids are on the soccer field?

A: Let's think step by step. There were 14 kids on the soccer field initially. Then, 22 more kids joined in. To find the total number of kids on the soccer field now, we simply add the two numbers together:

14 (initial number of kids) + 22 (additional kids) = 36 kids

So, there are now 36 kids on the soccer field. Therefore, the answer (arabic numerals) is",36.,,False
Finn has 89 goldfish. 32 of the goldfish die. How many goldfish are left?,57.0,gpt-4-0314,sbs,"Q: Finn has 89 goldfish. 32 of the goldfish die. How many goldfish are left?

A: Let's think step by step. Finn starts with 89 goldfish. Then, 32 of them die. To find out how many goldfish are left, we need to subtract the number of goldfish that died from the total number of goldfish.

So, 89 - 32 = 57 goldfish are left. Therefore, the answer (arabic numerals) is",57.,,False
"Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper. How many pieces of drawing paper does she have?",55.0,gpt-4-0314,sbs,"Q: Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper. How many pieces of drawing paper does she have?

A: Let's think step by step. Jane has 28 old, brown sheets of drawing paper and 27 old, yellow sheets of drawing paper. To find out how many pieces of drawing paper she has, we need to add the number of brown sheets and the number of yellow sheets.

28 (brown sheets) + 27 (yellow sheets) = 55

So, Jane has 55 pieces of drawing paper. Therefore, the answer (arabic numerals) is",55.,,False
Mikey had 356 leaves. Some of her leaves blew away. Now she has 112 leaves left. How many of her leaves blew away?,244.0,gpt-4-0314,sbs,"Q: Mikey had 356 leaves. Some of her leaves blew away. Now she has 112 leaves left. How many of her leaves blew away?

A: Let's think step by step. First, we know that Mikey had 356 leaves initially. Then, some of her leaves blew away, and she has 112 leaves left. To find out how many leaves blew away, we need to subtract the number of leaves she has left from the initial number of leaves she had.

So, we need to calculate 356 - 112. Therefore, the answer (arabic numerals) is",244 leaves blew away.,,False
Marcus has 210 baseball cards. He has 58 more than Carter. How many baseball cards does Carter have?,152.0,gpt-4-0314,sbs,"Q: Marcus has 210 baseball cards. He has 58 more than Carter. How many baseball cards does Carter have?

A: Let's think step by step. First, we know that Marcus has 58 more baseball cards than Carter. So, to find out how many baseball cards Carter has, we need to subtract 58 from the number of baseball cards Marcus has. Therefore, the answer (arabic numerals) is",152.,,False
